country,iso3,year,agri_raw_pct_exports,fuel_pct_exports,gdp_per_capita_usd,gdp_usd,hightech_pct_manufactured_exports,ict_goods_pct_exports,manufactures_pct_exports,merchandise_exports_usd,net_migration,ores_metals_pct_exports,remittances_pct_gdp,remittances_usd
Mongolia,MNG,2017,4.9404458811209,42.8047609310714,3645.96708669551,11480847740.736,3.46794374833655,0.02,1.76556687035153,6201000000.0,6831.0,38.5693760214141,2.38105237776487,273364998.118358
Mongolia,MNG,2018,5.32629832315718,45.785866315202,4107.64288528468,13178094720.4986,4.99382130403029,0.02,1.93150284257149,7012000000.0,7811.0,42.0160927024391,3.34307917505255,440554140.269687
Mongolia,MNG,2019,5.03538700902138,45.7377501391482,4347.54610314873,14206359017.5143,18.9440212140792,0.01,2.74264397174297,7620000000.0,8660.0,38.882707655427,3.9484460422474,560930420.374501
Mongolia,MNG,2020,3.22374108347945,30.1134721065071,4001.25193077703,13312981429.0891,2.96619929848136,0.01,1.35849938369114,7576000000.0,0.0,40.085425006193,4.12254263505693,548833335.411407
Mongolia,MNG,2021,3.70575627487445,33.0756927527797,4517.61578018785,15286441737.6686,22.0206999866538,0.01,1.24499763862578,9241000000.0,0.0,49.359351617341,3.08222219088585,471162099.435259
Mongolia,MNG,2022,3.78643406899139,53.8808530762002,4993.51487463495,17146471713.748,30.8141690897359,,1.32154306423407,12539000000.0,0.0,30.9025030911564,2.32831928767738,399224608.067342
Mongolia,MNG,2023,2.70848197810823,61.1123302589933,5838.63108083902,20325121393.9074,22.5365545669935,,1.71407144891239,15187000000.0,0.0,26.2663019687269,2.23995468059518,455273507.999481
Mongolia,MNG,2024,,,6750.6301157724,23794540024.5132,,,,15783000000.0,83.0,,2.217677569671,527686176.930018
Philippines,PHL,2000,0.555633518201611,1.32698174084571,1050.79273107952,83669788376.9213,,38.82,91.3301201582007,38078000000.0,-33868.0,1.61954409495253,8.27538844583698,6924000000.0
Philippines,PHL,2001,0.518971700170616,0.844877173705867,969.530611744453,78921234457.5487,,40.52,90.9586742364003,32150000000.0,-247496.0,1.87203977106435,11.0996743274612,8760000000.0
Philippines,PHL,2002,0.484723022561182,1.18455225576668,1014.90879320106,84307345887.543,,39.86,91.4338170553483,35208000000.0,-268520.0,1.44923205289897,11.5470364978462,9735000000.0
Philippines,PHL,2003,0.559213152080075,1.55885386665635,1027.2301192843,87039092974.2272,,38.1,89.782674734017,36231000000.0,-248066.0,1.72482301745632,11.7636795721571,10239000000.0
Philippines,PHL,2004,0.582414427714963,1.26222116928397,1099.63013023758,95001999685.3314,,37.32,89.7242558731507,39681000000.0,-273743.0,2.39356179458319,12.0713248541975,11468000000.0
Philippines,PHL,2005,0.544450222648732,1.87758618141393,1220.46018559867,107419977318.166,,47.67,89.0915520721869,41255000000.0,-326063.0,2.27096876092626,12.7839886627031,13732557721.8325
Philippines,PHL,2006,0.50851261613857,2.30498008929838,1426.14649179546,127652926368.069,,47.76,86.1491708259079,47410000000.0,-566647.0,4.44204904598112,12.1392347971869,15496088457.3
Philippines,PHL,2007,0.505491741448239,2.80484257220501,1712.65543282793,155980408673.403,,33.71,84.918775193421,50466000000.0,-225977.0,5.42409367069035,10.538140162174,16437434091.535
Philippines,PHL,2008,0.634164117020924,3.27690782996833,1959.29233534978,181624626327.361,,30.59,82.6300762234931,49078000000.0,-498480.0,5.189114885564,10.3789187625683,18850672419.335
Philippines,PHL,2009,0.600051882143704,1.90873424213089,1864.45043406471,175974755881.372,,36.42,85.3518425327419,38436000000.0,-164411.0,3.91237655213636,11.3422561884615,19959507639.085
Philippines,PHL,2010,0.702509365278814,2.0532774893495,2162.91375885614,208368893151.144,,26.77,56.3054470711459,51498000000.0,13556.0,3.9111085891633,10.3454184113586,21556633835.6025
Philippines,PHL,2011,1.04670546869927,2.92009931957312,2383.91892522087,234216730291.32,,22.74,57.9042593773254,48305000000.0,-240005.0,5.59382537456056,9.84286049520808,23053626019.0124
Philippines,PHL,2012,0.840872507925829,2.4289829487911,2614.61644401308,261920540962.63,,29.47,81.8219004151407,52100000000.0,95702.0,5.04619608005299,9.39585704973622,24609679612.7445
Philippines,PHL,2013,0.987227611353489,3.76691271607425,2781.27957677397,283902828588.718,,26.92,78.1013022136419,56698000000.0,-218439.0,6.11404772690842,9.41055797221716,26716840269.1056
Philippines,PHL,2014,1.03572761389821,2.97281997503875,2866.83803761407,297483555338.044,,34.62,78.7258017022243,62102000000.0,-196524.0,6.58834024151498,9.64449879049469,28690797896.4983
Philippines,PHL,2015,0.948387367139161,1.32069608642356,2909.85818010301,306445871242.322,,42.91,84.1683603088362,58827000000.0,-390702.0,5.0613767306783,9.72419552564766,29799395699.8779
Philippines,PHL,2016,0.836956810268285,1.3324937999703,2985.19564024046,318627003016.731,,43.21,84.268635265002,56313000000.0,-309251.0,4.00252116995127,9.77380233956317,31141973475.3293
Philippines,PHL,2017,0.898913854878867,1.50884665872113,3038.12124959289,328480736802.76,60.3176340363727,35.87,80.8345389911726,68713000000.0,-263593.0,5.58406561295369,9.98833927166016,32809770433.9087
Philippines,PHL,2018,0.941254932967991,1.69571571942116,3168.51036609727,346841896587.313,61.3459931361948,38.32,81.8909660946722,67488000000.0,-163602.0,4.9082068510258,9.74765976052018,33808967986.2665
Philippines,PHL,2019,1.12625300952553,1.47588152909606,3400.78949767074,376823402239.136,62.2466747019023,49.02,81.1469880645746,70334000000.0,-6208.0,5.11553589688116,9.33261353281524,35167471832.1844
Philippines,PHL,2020,1.14756941952154,1.08970257001447,3227.57910235199,361751145451.597,67.0450915850689,50.86,79.8122088131795,63879000000.0,-47014.0,6.59574178209328,9.64277376552078,34882844550.0775
Philippines,PHL,2021,1.29299492652632,1.18141567992806,3484.38593882819,394087359848.11,64.2254083346106,48.48,79.6968331149038,74618000000.0,-85185.0,7.4874740704197,9.30892916286057,36685313168.048
Philippines,PHL,2022,1.36276723559113,1.56831669342497,3548.06930572116,404353369604.631,66.6110921963778,50.71,79.3663133121778,78930000000.0,-221754.0,6.93456443095209,9.40977059288243,38048724464.3858
Philippines,PHL,2023,1.2011901338258,1.13912732345338,3804.08274131097,437055627244.424,63.977928897569,,79.5008108525297,73527000000.0,-164284.0,7.87761742498115,8.9455180769963,39096890141.6795
Philippines,PHL,2024,1.08555437214318,1.25811696364744,3984.8315387656,461617509782.355,60.975307025875,,77.2100342054306,72984000000.0,-160373.0,7.50901105484672,8.72571015588724,40279405932.4327
